Credit Card Number,Transaction Value,Transaction Location,Establishment Type,Transaction Time,Day of the Week,Expense Category,Cardholder Age,Cardholder Gender,Payment History,Card Limit,Current Balance,Previous Transactions,Supplementary Cards,Avg Previous Transaction Value,Foreign Transactions,Credit Utilization,Previous Suspicious Transactions,Time Since Last Transaction (days),Class (Fraud)
1916202682518314,1182.09,Houston,Cinema,03:02,Thursday,Entertainment,70,Female,Average,16865,14330.61,34,2,424.31,8,0.68,1,24,0
5639775508428488,4785.94,Los Angeles,Clothing Store,22:12,Friday,Entertainment,52,Male,Good,12780,13012.67,24,4,19.61,9,0.14,0,23,0
5071359343181918,1996.75,Chicago,Cinema,04:47,Sunday,Shopping,64,Male,Poor,6069,7343.41,32,3,93.8,0,0.64,4,2,0
4230912107014713,363.66,Seattle,Gym,18:25,Tuesday,Health,42,Male,Average,14366,5528.3,4,1,453.15,8,0.09,3,23,0
0778832737712261,1636.59,Boston,Hotel,02:15,Sunday,Entertainment,47,Non-binary,Average,16431,10995.13,5,3,487.55,3,0.8,1,5,0
2523384393989507,3812.64,Houston,Gym,18:31,Saturday,Utilities,29,Female,Poor,11998,5867.56,40,3,116.9,7,0.13,1,23,0
8380143881824802,1663.72,Los Angeles,Gym,05:13,Wednesday,Utilities,33,Male,Average,19901,8034.7,41,3,220.79,4,0.07,1,8,1
1090557799338994,1723.32,Los Angeles,Hotel,10:25,Thursday,Travel,47,Female,Poor,15903,1243.11,10,4,267.23,2,0.25,2,0,0
5608316746609584,3297.11,Las Vegas,Gym,17:01,Thursday,Utilities,75,Non-binary,Poor,14512,853.88,17,0,228.47,7,0.74,2,15,0
7287878420222771,2641.69,Boston,Supermarket,09:26,Monday,Utilities,79,Female,Average,16134,9293.48,23,2,261.51,2,0.22,2,2,0
1459464846226581,3887.17,New York,Gym,08:05,Friday,Utilities,68,Male,Average,3592,12584.24,25,2,416.27,8,0.56,1,28,0
5839751794840364,2891.15,Seattle,Hotel,15:24,Saturday,Health,29,Non-binary,Poor,17358,6266.22,29,1,127.79,5,0.23,1,3,0
6921509936237799,4307.83,Las Vegas,Electronics Store,07:33,Friday,Shopping,63,Female,Average,13641,3290.87,48,3,423.33,5,0.08,0,16,0
5260038611846280,735.68,Miami,Gas Station,19:01,Saturday,Utilities,19,Male,Poor,4198,1696.14,46,4,191.29,5,0.08,4,2,0
4078172052318822,3542.46,Chicago,Pharmacy,20:58,Monday,Food,21,Non-binary,Poor,9045,7160.54,44,2,75.41,6,0.05,3,28,0
5115773898528194,3793.83,Los Angeles,Gym,08:05,Sunday,Utilities,62,Female,Average,8504,14309.34,32,3,186.24,8,0.79,1,22,1
2558315817439492,2762.86,Chicago,Electronics Store,02:01,Friday,Health,24,Male,Poor,15549,2322.72,24,1,217.32,8,0.59,2,22,0
7729588089900127,696.75,Houston,Electronics Store,08:42,Friday,Health,21,Female,Poor,19214,12948.19,16,4,272.65,8,0.33,3,0,1
7655792173303672,2036.72,Miami,Clothing Store,04:17,Tuesday,Travel,48,Female,Average,18604,8003.02,41,3,6.71,3,0.64,0,14,0
1754276797245965,2258.57,Houston,Supermarket,12:39,Wednesday,Entertainment,74,Male,Average,17286,13981.87,37,3,405.01,8,0.97,0,18,0
3758759663995313,141.1,Boston,Supermarket,04:34,Saturday,Shopping,74,Male,Poor,11737,6819.45,16,2,432.98,1,0.23,1,9,0
2180296340911221,1315.33,Las Vegas,Clothing Store,20:17,Saturday,Health,64,Male,Average,10475,560.53,28,1,16.9,8,0.97,4,22,0
9641588739426793,4693.6,Chicago,Supermarket,03:56,Thursday,Shopping,68,Non-binary,Poor,19611,8085.51,19,4,238.83,3,0.25,0,21,0
0835149039500113,3636.74,Chicago,Clothing Store,09:08,Thursday,Entertainment,29,Female,Poor,19585,10.47,15,4,356.66,9,0.64,3,12,0
6696405254759347,489.5,Chicago,Gas Station,14:35,Thursday,Travel,31,Non-binary,Good,17446,19.9,47,3,291.41,1,0.15,2,29,0
1857875067588388,1398.28,Boston,Clothing Store,21:20,Thursday,Entertainment,64,Male,Poor,13779,5915.27,8,1,155.05,9,0.44,2,2,0
7953027598989028,1241.44,Los Angeles,Online Retailer,04:59,Thursday,Food,70,Male,Good,13338,3745.14,11,2,288.45,0,0.13,0,3,0
3758484739138829,3750.47,New York,Cinema,12:46,Sunday,Shopping,60,Female,Poor,7805,11751.65,23,1,61.95,7,0.3,2,24,0
7367291226394646,791.03,Boston,Electronics Store,17:59,Wednesday,Food,71,Female,Poor,19663,1868.62,8,3,375.21,9,0.25,0,16,0
3356946441558011,1657.5,Los Angeles,Supermarket,08:48,Tuesday,Entertainment,39,Male,Good,6025,10264.42,24,1,241.01,2,0.22,0,24,0
9369984230944489,843.83,Denver,Gas Station,00:30,Tuesday,Food,47,Female,Average,19820,7266.5,3,4,270.91,7,0.31,0,7,0
0687177674722630,2009.85,Los Angeles,Cinema,17:32,Wednesday,Shopping,69,Non-binary,Good,8311,9401.03,34,4,303.02,7,0.97,3,10,0
3428152282289300,3264.22,Boston,Electronics Store,15:11,Tuesday,Shopping,64,Female,Average,18597,12366.63,34,0,31.32,6,0.37,3,11,0
9880310049377619,2407.3,New York,Cinema,16:15,Saturday,Travel,59,Male,Average,14600,11112.06,13,0,483.72,8,0.86,0,8,0
3817724460468745,2740.96,Houston,Electronics Store,13:56,Sunday,Shopping,58,Male,Poor,1062,4092.1,9,2,104.58,6,0.9,3,13,0
7840234274895867,1082.84,New York,Gas Station,02:17,Sunday,Shopping,62,Non-binary,Good,1425,5954.58,7,0,199.05,0,0.45,1,12,0
5456026913538547,3016.93,Miami,Online Retailer,12:42,Friday,Health,49,Female,Poor,4449,7931.12,45,1,438.44,8,0.26,0,16,0
5673720945627518,1228.21,Los Angeles,Gas Station,14:41,Saturday,Utilities,40,Female,Good,14991,7697.42,47,0,122.78,4,0.48,4,11,0
0729318925068831,272.46,Los Angeles,Supermarket,02:30,Monday,Travel,50,Female,Average,16828,13128.37,9,3,21.87,4,0.88,2,8,0
4496223862852648,4143.77,Denver,Gas Station,06:54,Wednesday,Shopping,33,Male,Good,3709,10163.64,12,1,493.38,7,0.56,0,5,0
3884141524573814,2536.43,New York,Gas Station,19:58,Friday,Food,65,Female,Good,17910,6360.1,5,4,16.91,6,0.99,2,29,0
8145955237517870,3126.81,Seattle,Hotel,02:32,Saturday,Shopping,45,Male,Good,6468,9665.22,42,2,490.41,7,0.39,4,0,0
2325772193116581,2998.17,Boston,Online Retailer,09:02,Sunday,Utilities,23,Female,Average,5797,14382.09,37,2,129.41,7,0.32,1,18,0
8274430759589586,4712.5,Miami,Online Retailer,18:37,Tuesday,Health,19,Female,Poor,6936,14204.93,25,1,95.19,0,0.74,0,14,0
1620647771107629,565.67,San Francisco,Cinema,22:49,Monday,Health,40,Female,Average,11056,9904.27,43,0,411.96,8,0.56,1,21,0
5878748668638065,1295.9,Chicago,Hotel,10:45,Wednesday,Travel,68,Female,Average,19848,3015.59,16,3,369.16,8,0.09,4,5,0
9251738882124072,3125.92,Seattle,Restaurant,14:23,Monday,Utilities,67,Non-binary,Poor,19890,9616.39,43,1,335.23,9,0.31,0,4,0
5525947527238061,1352.76,Las Vegas,Clothing Store,05:55,Friday,Food,29,Female,Poor,15001,5784.55,36,1,229.42,2,0.67,2,11,0
9519832315620798,2135.47,San Francisco,Electronics Store,04:39,Wednesday,Shopping,50,Non-binary,Good,9096,10284.03,6,4,480.94,5,0.44,0,6,0
3568652815329066,173.87,New York,Electronics Store,05:39,Thursday,Health,64,Female,Average,18247,10405.97,4,1,363.73,6,0.12,4,5,0
0408800401697131,2129.8,Boston,Pharmacy,09:26,Tuesday,Utilities,76,Female,Good,19298,11551.4,32,1,138.61,8,0.76,3,26,0
3297243568790816,2379.14,Chicago,Restaurant,20:05,Sunday,Shopping,40,Female,Good,6466,6644.46,21,0,153.82,0,0.25,1,15,0
5764627831068704,3703.23,New York,Restaurant,11:28,Friday,Travel,69,Non-binary,Poor,19192,5764.76,9,1,117.25,0,0.25,3,10,0
2585358557591043,3497.25,Las Vegas,Online Retailer,00:54,Friday,Food,56,Male,Good,12466,6893.94,49,4,45.24,0,0.92,3,11,0
9220357083983714,2228.84,Seattle,Electronics Store,10:25,Thursday,Entertainment,24,Non-binary,Average,6704,5896.49,7,0,480.97,5,0.48,4,17,0
9313674160697495,94.58,Los Angeles,Restaurant,18:47,Friday,Utilities,57,Female,Good,3690,4734.19,8,4,371.39,2,0.17,4,4,0
8827127881594235,2355.01,Las Vegas,Pharmacy,19:22,Wednesday,Entertainment,74,Female,Average,4607,9154.37,34,4,479.32,3,0.3,0,13,0
1847636157089079,4045.23,Las Vegas,Supermarket,06:08,Tuesday,Entertainment,75,Non-binary,Good,2338,5355.08,0,4,85.42,9,0.58,3,9,0
2543969727184487,2131.04,Houston,Gym,18:08,Saturday,Travel,19,Male,Poor,6333,3137.59,0,0,40.29,9,0.95,2,27,0
2493205536155585,2001.67,Chicago,Gym,00:03,Wednesday,Shopping,20,Female,Poor,17530,6371.83,42,4,228.12,7,0.36,1,12,0
2582056093642413,1082.06,Los Angeles,Gas Station,19:42,Wednesday,Food,31,Female,Good,16623,13517.82,20,0,188.64,3,0.32,3,27,0
1204771587873608,2098.74,Las Vegas,Online Retailer,00:46,Wednesday,Health,39,Male,Good,5938,11996.68,41,4,431.27,1,0.84,0,5,0
4473522360764088,1259.65,Denver,Hotel,00:43,Saturday,Shopping,69,Female,Good,3886,408.21,1,2,157.5,1,0.34,4,9,0
8432975485258553,1827.14,Seattle,Clothing Store,16:37,Monday,Utilities,56,Non-binary,Poor,2840,3125.11,26,0,280.36,2,0.39,2,29,0
1686508032968855,2702.93,Miami,Hotel,04:23,Tuesday,Food,19,Female,Good,6000,22.71,7,1,259.77,6,0.01,1,26,0
7824574048267783,3447.51,Chicago,Clothing Store,14:19,Thursday,Health,70,Non-binary,Poor,18169,9635.72,1,0,202.15,7,0.68,3,14,0
5710876012345154,1645.39,Boston,Cinema,01:49,Wednesday,Shopping,25,Female,Good,17261,10935.45,4,4,297.22,1,0.44,0,18,0
1232169725670353,2802.76,Los Angeles,Gas Station,22:01,Saturday,Entertainment,53,Female,Poor,3083,13936.36,30,4,368.68,6,0.6,3,20,0
7196103593967713,2782.82,Denver,Online Retailer,01:36,Monday,Food,78,Non-binary,Poor,14432,10879.04,48,3,80.69,0,0.63,4,3,1
3043070718226251,3980.83,San Francisco,Cinema,12:15,Monday,Utilities,35,Non-binary,Good,14964,8897.71,12,1,73.46,4,0.36,3,26,0
0014820699116950,947.85,Miami,Cinema,14:05,Friday,Utilities,28,Male,Average,14329,14922.66,44,0,357.15,2,0.7,3,0,0
6044691877866480,3354.46,Houston,Clothing Store,02:07,Monday,Travel,46,Female,Average,5711,2764.37,38,4,213.74,6,0.99,0,15,0
3315326474428109,760.77,Seattle,Supermarket,12:51,Sunday,Shopping,29,Non-binary,Good,14165,10820.89,39,1,188.12,1,0.11,0,16,0
0244056290762032,1983.51,Denver,Cinema,07:03,Wednesday,Health,79,Male,Good,14294,6932.1,48,0,317.21,4,0.48,2,22,0
4881028486876819,1624.62,Houston,Electronics Store,16:41,Thursday,Travel,79,Female,Poor,7009,1077.09,8,3,414.4,1,0.68,4,8,0
6725547045137453,1945.46,Boston,Gas Station,00:46,Monday,Travel,31,Male,Average,4923,5418.89,13,4,422.98,7,0.14,2,24,0
8187002465080198,487.5,Denver,Gym,17:24,Sunday,Travel,36,Female,Poor,15048,1846.89,19,1,271.82,0,0.5,4,4,0
6770874089167311,1447.1,Los Angeles,Pharmacy,04:19,Saturday,Food,77,Male,Poor,9393,10291.61,24,1,334.97,7,0.49,0,10,0
7239358066804352,1749.41,Las Vegas,Restaurant,00:47,Sunday,Food,60,Male,Average,18381,14310.35,5,4,85.2,3,0.38,1,1,0
3645121301558010,4316.16,Las Vegas,Restaurant,20:35,Sunday,Shopping,35,Male,Average,9150,6616.39,41,2,83.29,4,0.85,1,26,0
7999900883357929,3961.09,Los Angeles,Electronics Store,19:16,Thursday,Utilities,77,Male,Good,5797,14203.98,27,0,45.68,9,0.96,1,24,0
8586272492880824,4530.74,Denver,Pharmacy,12:25,Sunday,Food,59,Female,Poor,5551,4906.88,20,0,154.68,3,0.49,1,12,0
7005354261425653,1598.76,New York,Gym,21:08,Monday,Utilities,71,Non-binary,Average,3162,2364.21,24,2,170.51,3,0.81,1,10,0
4609347293532297,1362.2,Chicago,Online Retailer,08:59,Thursday,Health,71,Male,Average,11466,2566.37,41,3,50.88,7,0.36,3,12,0
9151443093951143,1643.3,Miami,Clothing Store,02:45,Monday,Health,24,Female,Poor,19373,1974.33,26,1,114.95,4,0.46,0,13,0
0857506278063851,882.75,Chicago,Electronics Store,19:58,Tuesday,Travel,46,Non-binary,Good,4073,12868.18,2,0,434.29,0,0.79,3,3,0
1278086589838905,486.95,San Francisco,Gas Station,09:42,Sunday,Travel,22,Non-binary,Good,5278,3622.3,3,2,228.39,0,0.63,0,9,0
2438210575581949,4620.62,Seattle,Gas Station,07:16,Friday,Entertainment,59,Female,Good,19435,10389.3,35,1,277.79,1,0.43,1,20,0
8463963835672443,405.59,Chicago,Clothing Store,04:58,Sunday,Travel,70,Male,Good,8680,8028.48,1,3,464.35,2,0.21,0,19,0
6571596263968098,518.1,San Francisco,Supermarket,17:06,Sunday,Food,42,Male,Poor,18647,12209.66,8,0,472.51,5,0.94,4,22,0
2795302178792334,2885.89,San Francisco,Supermarket,19:18,Saturday,Health,76,Female,Poor,9340,3833.13,14,3,250.09,2,0.67,2,13,0
1330098978333936,3137.85,New York,Restaurant,02:23,Saturday,Shopping,52,Non-binary,Poor,17629,14948.1,26,3,457.91,0,0.08,1,16,0
0061774508587572,4771.99,San Francisco,Hotel,05:45,Tuesday,Food,67,Male,Good,8375,4987.88,33,1,11.47,3,0.88,0,18,1
6111445048731526,1374.03,Las Vegas,Cinema,19:05,Sunday,Shopping,74,Female,Good,14728,12828.51,14,2,141.2,3,0.06,0,21,0
2838655401178074,4151.39,San Francisco,Cinema,09:09,Friday,Food,20,Non-binary,Good,12292,1843.33,7,0,276.37,2,0.61,3,20,0
5701407162042585,3780.16,New York,Cinema,09:31,Tuesday,Travel,25,Male,Poor,6613,5764.02,2,3,9.51,3,0.46,4,9,0
8392176979664505,1293.83,Seattle,Hotel,01:37,Saturday,Travel,61,Male,Average,15039,7793.25,41,1,17.25,2,0.09,3,2,0
4781032298030373,4143.39,Chicago,Electronics Store,12:09,Sunday,Travel,18,Male,Average,8809,5693.88,16,3,137.6,8,0.13,0,8,0
3521270230056155,2667.13,Houston,Electronics Store,05:28,Friday,Health,23,Non-binary,Average,19910,13663.09,8,3,288.8,2,0.86,4,6,0
0561551454005079,1928.36,Miami,Hotel,02:41,Wednesday,Shopping,43,Non-binary,Average,16424,8873.29,34,3,73.07,7,0.9,4,16,0
8621203756085028,2808.79,San Francisco,Gym,02:11,Monday,Utilities,58,Non-binary,Poor,10347,10899.19,15,2,105.55,5,0.05,0,29,0
2054198778795851,2782.58,San Francisco,Gas Station,22:33,Thursday,Utilities,71,Non-binary,Poor,15175,4260.43,39,0,446.63,5,0.37,2,4,0
6789844665850655,2683.74,Houston,Cinema,19:13,Wednesday,Travel,71,Non-binary,Poor,1261,1855.61,40,3,446.27,7,0.83,3,26,0
8555349579604306,3851.26,Las Vegas,Supermarket,11:10,Friday,Travel,70,Male,Poor,8208,3198.03,19,2,29.76,1,0.55,1,10,0
5131411557556864,3076.43,Denver,Clothing Store,23:28,Friday,Entertainment,46,Male,Good,12606,777.39,45,4,413.27,4,0.87,4,7,0
8239307392304380,2176.22,Denver,Clothing Store,14:09,Tuesday,Shopping,78,Male,Good,4668,6018.97,10,4,121.13,3,0.29,1,10,0
3193506838355115,2638.74,Las Vegas,Gym,20:20,Wednesday,Utilities,48,Non-binary,Poor,9628,13182.44,26,4,333.94,4,0.6,1,6,0
1581652648339600,842.86,Los Angeles,Supermarket,09:31,Sunday,Utilities,74,Non-binary,Good,17305,945.28,23,3,472.77,6,0.73,4,23,0
4197988289100668,4720.98,Los Angeles,Hotel,05:29,Monday,Food,26,Male,Poor,9995,10713.28,43,4,290.5,7,0.92,0,27,0
5460631496503132,1811.83,Boston,Pharmacy,06:44,Sunday,Food,28,Female,Poor,5448,3489.9,46,4,320.06,8,0.65,1,6,0
5613497809336591,4562.08,Chicago,Gas Station,00:35,Saturday,Utilities,34,Male,Poor,4418,3916.27,10,4,417.9,5,0.16,3,22,0
7044979304128506,2037.25,Boston,Online Retailer,19:28,Friday,Shopping,38,Male,Poor,19091,4367.48,15,2,209.25,1,0.56,1,24,0
4926332989714996,4319.15,Denver,Online Retailer,20:55,Sunday,Travel,46,Male,Average,5634,7567.46,16,4,97.02,0,0.6,3,12,0
7423364653544023,4947.33,Boston,Clothing Store,22:14,Wednesday,Food,68,Non-binary,Average,19955,6732.45,35,1,276.94,6,0.05,4,5,0
4822549680548087,2338.35,Las Vegas,Online Retailer,04:51,Monday,Food,33,Female,Poor,7098,7481.12,10,1,46.47,3,0.51,3,10,0
7747492840407219,2080.93,Las Vegas,Electronics Store,09:27,Wednesday,Entertainment,60,Non-binary,Poor,9924,14832.87,19,4,129.41,7,0.29,0,28,0
3904652921001014,2197.45,Boston,Cinema,17:00,Saturday,Travel,75,Female,Average,8998,5951.82,21,3,58.24,1,0.5,1,2,0
2053519924309168,337.24,Miami,Pharmacy,12:51,Sunday,Utilities,56,Female,Average,10689,7282.84,37,4,194.29,7,0.84,4,11,0
8668351564436759,370.38,Los Angeles,Pharmacy,03:07,Tuesday,Entertainment,35,Female,Good,8520,11442.72,21,3,249.09,6,0.2,0,25,0
5931723088270862,2847.86,Denver,Gym,07:22,Saturday,Shopping,68,Female,Good,6302,6683.06,16,4,216.62,4,0.41,0,13,0
3725167302014468,1001.36,Seattle,Hotel,08:12,Tuesday,Entertainment,42,Male,Poor,13813,8805.56,43,0,247.5,5,0.3,1,20,0
3871057164144810,2049.63,Chicago,Hotel,23:08,Saturday,Entertainment,26,Non-binary,Good,17934,12894.08,23,3,353.18,6,0.17,0,23,0
1617727031066175,745.72,Los Angeles,Pharmacy,08:35,Monday,Shopping,29,Male,Good,19263,4529.31,5,2,138.93,8,0.69,1,29,0
9429424392497813,907.52,Miami,Online Retailer,18:28,Wednesday,Health,44,Female,Average,8148,1696.84,36,3,192.59,3,0.86,0,11,0
3623725226470053,201.11,Miami,Pharmacy,04:37,Thursday,Shopping,37,Male,Good,11338,13524.1,22,0,399.59,1,0.46,0,19,0
3961092903963892,3477.51,Seattle,Supermarket,05:41,Saturday,Food,48,Female,Good,5296,11560.79,19,3,53.34,5,0.06,1,21,0
0338129690773872,1254.13,Las Vegas,Electronics Store,18:02,Sunday,Utilities,40,Male,Good,19500,302.05,26,2,270.91,1,0.86,1,15,0
9735213117248198,298.92,Miami,Electronics Store,08:28,Monday,Health,43,Male,Good,7496,4147.94,32,3,405.03,2,0.44,4,11,0
3417635847663899,263.65,Seattle,Gas Station,02:34,Tuesday,Food,76,Male,Average,7084,4785.53,33,4,384.74,0,0.99,2,7,0
0487021387564614,2644.22,Boston,Electronics Store,20:24,Thursday,Food,78,Female,Average,4910,6835.05,13,0,75.49,4,0.3,3,16,0
3856503119554793,2253.08,Miami,Online Retailer,19:31,Friday,Utilities,39,Male,Poor,15239,2788.59,12,4,260.08,6,0.15,1,13,0
0957263720559210,1317.16,San Francisco,Gym,12:04,Wednesday,Travel,18,Female,Poor,2620,6367.87,10,2,39.97,6,0.31,3,6,0
6222345944883143,4705.76,Los Angeles,Restaurant,09:28,Monday,Shopping,42,Male,Poor,15196,1550.34,20,0,448.44,1,0.46,3,13,0
5886111612417421,1417.26,San Francisco,Pharmacy,23:04,Sunday,Shopping,70,Male,Poor,15681,4490.57,22,0,264.49,4,0.91,1,14,0
8525174710958089,488.81,New York,Online Retailer,01:11,Friday,Entertainment,27,Non-binary,Good,13654,14064.82,21,4,9.4,1,0.67,3,21,0
2452776277010097,4156.14,Chicago,Online Retailer,04:28,Thursday,Food,27,Female,Average,17819,11860.7,17,4,149.55,7,0.69,3,9,0
3067785518975667,4123.41,Seattle,Gas Station,19:57,Tuesday,Travel,27,Male,Average,8436,1136.3,49,3,254.05,5,0.27,1,25,0
7649894729302798,461.82,Las Vegas,Electronics Store,17:34,Wednesday,Entertainment,34,Male,Good,17812,1962.29,16,0,398.02,7,0.4,2,5,0
6141145623737727,2347.11,Houston,Clothing Store,19:23,Monday,Health,76,Non-binary,Poor,16083,2224.74,6,2,378.56,6,0.48,3,11,1
1432584847725222,1609.87,New York,Gym,15:22,Wednesday,Entertainment,49,Female,Poor,15006,9346.69,12,2,121.09,7,0.74,3,24,0
9187988210617367,95.5,Denver,Hotel,02:25,Friday,Utilities,53,Non-binary,Poor,15424,9677.0,4,4,17.0,5,0.15,4,3,0
7161433765070731,3904.98,Seattle,Gym,10:32,Thursday,Entertainment,30,Non-binary,Average,10943,13740.27,32,2,133.19,3,0.01,1,17,0
2900904361188284,1352.27,Los Angeles,Pharmacy,18:30,Sunday,Health,34,Male,Average,7216,3826.48,10,3,418.48,4,0.33,0,6,0
8980416954362924,125.94,Denver,Gas Station,21:54,Wednesday,Food,53,Female,Good,5340,6707.44,24,4,16.58,6,0.12,1,15,0
7258274934191947,129.01,San Francisco,Gas Station,01:42,Friday,Shopping,69,Male,Poor,16063,12259.39,36,0,210.63,6,0.69,0,23,0
6818162099103830,4573.88,Los Angeles,Electronics Store,18:43,Wednesday,Travel,48,Non-binary,Good,5892,4521.62,37,2,60.1,2,0.07,2,14,0
5986944757507237,3638.54,Seattle,Supermarket,00:25,Thursday,Food,49,Non-binary,Average,17399,9304.02,44,2,424.46,3,0.57,3,22,0
8915553349783687,3451.31,Boston,Gas Station,22:43,Sunday,Travel,48,Female,Poor,7766,226.13,49,2,492.37,5,0.64,0,23,0
3588870600861379,931.33,Miami,Gym,03:38,Friday,Utilities,26,Male,Average,14275,13183.81,5,0,39.54,6,0.23,1,29,0
8814001193845840,728.35,Miami,Electronics Store,13:29,Thursday,Health,61,Non-binary,Good,9602,2188.75,30,2,156.13,1,0.08,1,22,0
8862184796655580,4753.8,Seattle,Pharmacy,14:28,Wednesday,Utilities,70,Non-binary,Average,8667,8185.83,47,1,60.72,1,0.33,0,12,0
1921539649702124,774.34,Denver,Clothing Store,22:18,Friday,Utilities,33,Male,Good,2490,7141.62,6,0,216.21,9,0.49,2,17,0
3650306250782922,2605.59,Chicago,Gas Station,09:57,Wednesday,Health,26,Female,Average,11733,6162.39,43,3,73.97,4,0.03,3,11,0
4446988274783542,4351.21,Boston,Electronics Store,16:41,Tuesday,Utilities,53,Female,Good,16759,9071.93,27,1,58.37,6,0.9,3,24,0
1631920249483619,1862.93,San Francisco,Gas Station,13:09,Sunday,Utilities,53,Male,Poor,10261,115.62,25,4,145.37,8,0.23,0,19,0
6962735406659480,3066.5,Seattle,Hotel,20:25,Sunday,Travel,73,Female,Poor,19718,2977.56,36,1,446.15,7,0.83,1,7,0
3465294165145344,1865.05,San Francisco,Cinema,12:45,Sunday,Health,31,Non-binary,Good,9696,8398.97,27,2,83.0,6,0.77,0,7,0
6555407974311192,696.52,Houston,Supermarket,02:21,Wednesday,Travel,50,Non-binary,Poor,5382,9363.14,10,4,178.1,6,0.89,3,13,1
2132572518734994,4210.89,Houston,Pharmacy,01:08,Tuesday,Utilities,48,Non-binary,Good,13644,5977.54,49,0,400.69,2,0.06,0,24,0
1973064769154228,3799.16,San Francisco,Pharmacy,10:49,Saturday,Entertainment,73,Male,Poor,7689,4399.4,39,0,180.65,4,0.83,3,2,0
4617429472460191,254.89,Denver,Gym,13:05,Sunday,Food,46,Male,Average,3464,10496.75,45,0,278.04,3,0.81,4,0,0
7525572789888754,4197.63,Boston,Online Retailer,17:29,Wednesday,Travel,26,Male,Average,10872,12256.67,27,1,141.52,6,0.64,0,6,0
8402451973812722,2186.04,San Francisco,Cinema,00:18,Saturday,Shopping,63,Female,Good,12882,10348.83,21,2,195.53,9,0.44,1,19,0
0907808849419252,4794.29,Denver,Hotel,06:19,Tuesday,Travel,72,Non-binary,Poor,16857,14215.8,10,3,144.27,6,0.73,1,5,0
6579044861189560,3502.45,Boston,Pharmacy,17:19,Wednesday,Utilities,34,Female,Average,4611,12702.45,46,2,315.33,0,0.56,2,4,0
0429881869194148,1594.25,New York,Online Retailer,13:45,Wednesday,Shopping,33,Non-binary,Good,5653,13727.99,18,1,493.48,2,0.6,1,10,0
3783096403559221,43.46,Boston,Hotel,07:23,Friday,Health,22,Non-binary,Average,3858,4897.68,11,3,339.36,1,0.67,0,7,0
7904958304610870,2678.01,Boston,Online Retailer,17:01,Saturday,Utilities,47,Male,Good,19224,2191.18,46,0,170.23,9,0.63,1,26,0
4093981736289564,2174.8,Las Vegas,Gas Station,11:53,Monday,Food,74,Male,Good,13547,7062.87,1,3,84.13,1,0.75,1,12,0
5138947718690431,2234.87,New York,Electronics Store,01:53,Monday,Utilities,79,Male,Average,10515,9789.9,28,1,91.21,5,0.68,4,1,0
0365410652505981,4003.79,Seattle,Gas Station,15:25,Friday,Health,70,Female,Good,5597,8535.12,14,3,104.67,9,0.45,2,10,0
4650374698625718,4118.71,Boston,Electronics Store,05:54,Monday,Health,22,Male,Average,9345,9539.18,14,2,237.57,7,0.26,3,26,0
3578298134039079,3151.54,Chicago,Hotel,15:18,Saturday,Travel,54,Female,Good,5064,4739.82,8,0,154.73,5,0.88,3,19,0
8038961979532715,1403.78,Boston,Cinema,04:28,Wednesday,Shopping,46,Female,Average,11410,5386.2,23,2,152.34,5,0.86,1,29,0
2500669565453563,312.6,New York,Pharmacy,07:36,Tuesday,Entertainment,72,Female,Average,6803,13847.9,28,1,454.6,1,0.09,3,15,0
7575050460826859,3904.59,Miami,Hotel,11:55,Tuesday,Entertainment,76,Non-binary,Good,17847,3357.24,17,0,157.03,0,0.72,4,22,0
7266150585817400,2517.61,New York,Cinema,06:58,Monday,Health,26,Non-binary,Poor,5690,8664.36,15,3,160.06,3,0.14,1,17,0
